No,Sex,Marital,Age,Income,JobType,Occupation,BorrowingRatio,CreditAppAmount,OtherDebts,DelinquencyInfo,DebtRestruct,Industry,Education,Dependents,OwnHouse,Foreigner,Phone,EmploymentYears,Guarantor,Collateral
249,男,既,50,3630000,3,店舗販売員,0.31,3000000,1120000,0,0,小売り,2,0,1,0,1,31,1,1
250,女,既,29,3330000,3,介護スタッフ,0.27,2890000,910000,0,0,サービス,1,0,0,0,0,3,1,0
251,女,未,60,4910000,2,販売スタッフ,0.32,1320000,1560000,0,0,小売り,2,2,1,0,0,12,1,1
252,女,未,60,3590000,3,介護スタッフ,0.25,3040000,910000,0,0,サービス,3,2,1,0,0,21,1,0
253,女,未,53,6180000,1,市役所職員,0.0,2850000,0,0,0,行政,4,0,0,0,1,11,1,1
254,男,未,33,6850000,1,市役所職員,0.0,360000,0,0,0,行政,2,1,1,0,1,8,0,1
255,女,未,53,3110000,4,ホールスタッフ,0.39,500000,1210000,0,0,飲食,2,0,0,0,0,15,0,0
256,女,未,49,2900000,3,介護スタッフ,0.3,4490000,870000,0,0,サービス,1,1,0,0,0,31,0,0
257,女,未,57,2760000,4,ホールスタッフ,0.0,1680000,0,0,0,飲食,1,2,1,0,1,30,1,0
258,男,未,25,4470000,3,プログラマ,0.24,2520000,1070000,0,0,IT,3,0,0,0,0,0,1,1
259,女,未,53,5620000,3,プログラマ,0.09,4120000,500000,0,0,IT,4,2,1,0,0,10,1,1
260,男,既,29,3860000,4,ホールスタッフ,0.0,1470000,0,0,0,飲食,2,0,0,0,0,3,0,1
261,女,未,33,5770000,3,プログラマ,0.0,2230000,0,0,0,IT,3,3,1,0,0,2,1,1
262,女,未,58,3980000,2,接客スタッフ,0.43,1770000,1700000,1,0,サービス,3,3,0,0,0,1,0,0
263,女,既,45,3230000,2,販売スタッフ,0.27,1100000,880000,0,0,小売り,4,0,0,0,1,16,0,1
264,男,未,26,4410000,3,店舗販売員,0.14,2380000,600000,0,0,小売り,4,1,0,0,1,3,0,0
265,女,未,44,4120000,2,接客スタッフ,0.0,630000,0,0,0,サービス,4,2,1,0,0,16,1,0
266,女,未,36,3260000,3,介護スタッフ,0.38,4390000,1240000,0,0,サービス,4,3,1,0,1,2,1,0
267,女,未,27,4810000,3,プログラマ,0.5,1200000,2390000,1,0,IT,1,0,0,0,1,1,1,1
268,男,未,34,3150000,3,店舗販売員,0.0,3780000,0,0,0,小売り,1,1,0,1,0,9,1,0
269,女,未,32,4910000,2,接客スタッフ,0.34,4680000,1680000,0,0,サービス,2,1,1,0,1,6,0,1
270,女,既,60,4520000,2,接客スタッフ,0.1,3530000,430000,0,0,サービス,1,0,0,0,1,28,0,1
271,女,未,48,4280000,2,販売スタッフ,0.39,3070000,1660000,0,0,小売り,4,2,0,0,0,13,0,0
272,女,既,42,6820000,1,市役所職員,0.0,860000,0,0,0,行政,1,0,0,0,1,16,1,0
273,女,未,27,4240000,3,プログラマ,0.37,2840000,1570000,0,0,IT,2,2,0,0,0,2,0,0
274,女,未,28,3090000,2,販売スタッフ,0.5,4410000,1530000,0,0,小売り,2,1,1,0,0,2,1,1
275,男,未,29,6470000,3,プログラマ,0.41,3870000,2660000,0,0,IT,2,0,1,0,0,3,1,0
276,女,未,62,2770000,2,接客スタッフ,0.49,4480000,1370000,1,0,サービス,3,0,1,1,1,1,1,1
277,女,未,36,4880000,2,販売スタッフ,0.33,3480000,1620000,0,0,小売り,3,0,1,0,0,3,1,0
278,女,未,47,2640000,2,製造オペレーター,0.11,3810000,280000,0,0,製造,1,2,0,0,1,9,0,0
279,女,未,60,4820000,2,製造オペレーター,0.48,4360000,2320000,0,0,製造,1,1,0,0,1,26,1,0
280,女,未,57,3510000,2,接客スタッフ,0.0,3930000,0,0,0,サービス,3,1,0,0,1,37,0,1
281,男,未,25,3260000,3,店舗販売員,0.0,940000,0,0,0,小売り,2,1,1,0,1,3,1,0
282,男,未,43,3880000,2,販売スタッフ,0.43,4940000,1650000,0,0,小売り,1,2,0,0,1,25,0,1
283,女,未,26,5770000,3,プログラマ,0.14,2030000,780000,0,0,IT,3,2,1,0,0,0,1,0
284,男,未,59,3280000,4,ホールスタッフ,0.0,1170000,0,0,0,飲食,1,0,0,0,1,37,0,0
285,女,未,32,4390000,2,接客スタッフ,0.48,3660000,2110000,0,0,サービス,4,2,0,0,0,5,1,1
286,男,未,64,3280000,2,接客スタッフ,0.0,2980000,0,0,0,サービス,2,0,1,0,1,13,0,1
287,男,未,52,3530000,2,製造オペレーター,0.18,3530000,640000,0,0,製造,4,1,0,1,0,23,0,1
288,女,既,49,3590000,2,接客スタッフ,0.48,2330000,1710000,1,0,サービス,3,1,1,0,1,15,0,1
289,男,既,58,2830000,3,店舗販売員,0.35,3180000,1000000,0,0,小売り,4,2,1,0,0,4,1,1
290,男,未,54,3800000,2,販売スタッフ,0.25,4940000,940000,0,0,小売り,3,1,0,0,1,33,1,1
291,男,未,53,4820000,3,プログラマ,0.07,4430000,350000,0,0,IT,3,0,1,0,1,5,1,1
292,男,既,61,5380000,3,プログラマ,0.0,3470000,0,0,0,IT,1,0,0,0,0,37,1,1
293,男,既,47,4720000,2,販売スタッフ,0.17,1570000,780000,0,0,小売り,3,3,0,0,1,20,1,0
294,女,既,38,4070000,3,店舗販売員,0.0,910000,0,0,0,小売り,1,2,1,0,0,20,0,0
295,女,未,33,5080000,3,プログラマ,0.0,3340000,0,0,0,IT,2,3,0,0,0,13,1,0
296,男,未,34,7670000,3,プログラマ,0.16,550000,1230000,0,0,IT,4,3,0,0,0,7,1,1
297,男,未,61,4030000,1,市役所職員,0.3,2920000,1220000,0,0,行政,4,2,0,0,0,4,1,1
298,男,未,38,4370000,1,高校教員,0.49,680000,2140000,1,0,教育,1,2,0,0,1,2,1,1
299,男,未,34,6660000,1,市役所職員,0.0,490000,0,0,0,行政,3,3,1,0,0,14,0,1
300,男,未,33,5240000,3,プログラマ,0.09,4690000,460000,0,0,IT,3,3,0,0,1,0,0,0
301,女,未,65,4530000,2,製造オペレーター,0.44,1580000,2010000,0,0,製造,3,0,0,0,0,43,1,1
302,女,未,30,2820000,4,ホールスタッフ,0.0,3710000,0,0,0,飲食,4,2,0,0,1,11,0,0
303,男,未,47,5570000,1,高校教員,0.0,2050000,0,0,0,教育,2,1,0,0,0,21,1,0
304,女,未,40,6210000,3,プログラマ,0.0,5000000,0,0,0,IT,2,0,0,0,1,6,0,0
305,女,既,50,6790000,1,市役所職員,0.2,2670000,1360000,0,0,行政,1,2,1,0,1,32,0,0
306,男,未,40,4530000,2,販売スタッフ,0.31,2530000,1400000,0,0,小売り,1,0,1,0,1,14,0,0
307,女,未,49,2960000,4,ホールスタッフ,0.13,310000,390000,1,0,飲食,1,3,0,0,0,0,0,0
308,女,未,46,3590000,2,販売スタッフ,0.21,1980000,740000,0,0,小売り,3,2,0,0,0,13,0,1
309,男,未,27,6470000,1,市役所職員,0.5,4560000,3220000,0,0,行政,3,0,1,0,0,4,0,0
310,女,未,48,4920000,3,介護スタッフ,0.0,4740000,0,0,0,サービス,1,3,1,0,0,10,0,0
311,男,未,30,3580000,4,ホールスタッフ,0.0,2080000,0,0,0,飲食,3,0,0,0,1,4,1,0
312,男,未,55,4760000,2,接客スタッフ,0.5,590000,2370000,1,0,サービス,1,0,1,0,1,6,0,0
313,女,既,29,4300000,3,店舗販売員,0.29,1560000,1260000,0,0,小売り,3,0,0,0,1,11,1,1
314,女,未,42,4400000,3,介護スタッフ,0.09,790000,380000,0,0,サービス,1,0,0,0,0,24,0,0
315,女,既,54,3590000,4,ホールスタッフ,0.28,4650000,1020000,0,0,飲食,4,0,1,0,1,5,1,1
316,女,未,55,3100000,3,介護スタッフ,0.13,3970000,390000,0,0,サービス,2,0,1,0,0,25,1,0
317,男,未,58,3410000,3,介護スタッフ,0.0,3690000,0,0,0,サービス,2,0,0,0,1,39,0,1
318,女,既,42,990000,5,無職,0.0,1240000,0,0,0,なし,2,3,0,0,1,18,0,1
319,男,既,33,3060000,4,ホールスタッフ,0.45,310000,1370000,0,0,飲食,4,2,0,0,1,9,1,0
320,女,既,39,3060000,3,店舗販売員,0.0,3710000,0,0,0,小売り,4,0,0,0,0,4,0,0
321,女,既,30,3630000,4,ホールスタッフ,0.28,3670000,1000000,0,0,飲食,4,1,1,0,1,4,0,1
322,男,未,62,3250000,4,ホールスタッフ,0.32,3130000,1050000,1,1,飲食,1,1,0,0,0,28,1,0
323,男,既,55,2650000,2,販売スタッフ,0.0,3380000,0,0,0,小売り,4,0,0,0,1,37,0,1
324,男,未,40,3860000,3,店舗販売員,0.0,1260000,0,0,0,小売り,3,3,1,0,0,9,1,0
325,女,既,31,6310000,1,市役所職員,0.0,3400000,0,0,0,行政,1,2,1,0,0,4,0,1
326,男,未,51,330000,5,無職,0.45,3870000,150000,1,0,なし,4,3,1,0,0,33,0,1
327,男,未,54,2930000,2,製造オペレーター,0.09,3070000,260000,0,0,製造,3,0,1,0,0,10,0,1
328,男,未,44,3800000,3,店舗販売員,0.0,3780000,0,0,0,小売り,3,0,1,0,1,21,0,0
329,女,既,35,3960000,2,製造オペレーター,0.35,3610000,1400000,0,0,製造,3,0,0,0,0,0,1,1
330,女,未,26,4790000,2,接客スタッフ,0.0,4470000,0,0,0,サービス,3,2,1,0,0,2,1,0
331,女,未,58,4190000,3,店舗販売員,0.0,2090000,0,0,0,小売り,2,3,1,0,1,34,1,1
332,女,未,49,5190000,3,プログラマ,0.21,3450000,1070000,0,0,IT,3,0,0,0,0,22,0,0
333,女,未,51,3770000,3,介護スタッフ,0.32,4030000,1200000,0,0,サービス,3,3,1,0,0,21,0,0
334,女,未,52,3300000,3,介護スタッフ,0.0,2610000,0,0,0,サービス,1,0,1,0,0,33,0,1
335,女,未,30,5810000,1,高校教員,0.13,1030000,770000,0,0,教育,3,2,1,0,1,8,0,1
336,男,未,28,3960000,3,介護スタッフ,0.0,2440000,0,0,0,サービス,2,2,0,0,1,1,1,1
337,男,未,65,4300000,2,販売スタッフ,0.05,2970000,220000,0,0,小売り,1,1,0,0,1,21,1,1
338,男,未,33,3160000,2,製造オペレーター,0.0,4540000,0,0,0,製造,3,1,0,0,0,10,0,1
339,男,未,27,2740000,4,ホールスタッフ,0.0,3070000,0,0,0,飲食,3,1,1,0,1,3,0,0
340,男,既,46,3150000,4,ホールスタッフ,0.0,4720000,0,0,0,飲食,3,1,0,0,0,7,1,1
341,男,未,36,7640000,3,プログラマ,0.0,4720000,0,0,0,IT,3,3,1,0,1,18,1,0
342,女,未,25,2840000,2,販売スタッフ,0.0,1870000,0,0,0,小売り,4,2,0,0,0,0,0,0
343,女,未,57,3570000,2,接客スタッフ,0.0,3660000,0,0,0,サービス,4,1,0,0,0,8,0,1
344,男,未,27,2540000,4,ホールスタッフ,0.3,4380000,760000,0,0,飲食,3,3,1,0,1,4,1,1
345,女,未,39,2720000,2,販売スタッフ,0.18,2810000,490000,0,0,小売り,3,2,0,0,0,7,0,0
346,女,未,27,3270000,4,ホールスタッフ,0.0,1990000,0,0,0,飲食,4,1,1,0,1,5,0,0
347,男,未,59,4210000,1,高校教員,0.38,2810000,1610000,0,0,教育,2,1,1,0,0,2,1,1
348,女,既,33,4800000,2,接客スタッフ,0.11,3500000,520000,0,0,サービス,4,1,0,0,0,9,0,1
349,男,未,39,4740000,3,店舗販売員,0.41,4080000,1960000,1,0,小売り,1,0,0,0,0,10,1,0
350,女,既,59,3590000,4,ホールスタッフ,0.0,1510000,0,0,0,飲食,3,3,0,0,1,41,1,0
351,女,既,25,3030000,2,販売スタッフ,0.0,3610000,0,0,0,小売り,1,2,1,0,1,2,1,0
352,男,未,34,2940000,4,ホールスタッフ,0.0,570000,0,0,0,飲食,2,1,0,0,0,4,1,1
353,女,未,30,2380000,4,ホールスタッフ,0.0,930000,0,0,0,飲食,1,3,0,0,1,11,0,0
354,男,未,41,2600000,4,ホールスタッフ,0.12,2980000,300000,0,0,飲食,1,1,0,0,1,11,1,1
355,男,未,37,2670000,4,ホールスタッフ,0.0,4200000,0,1,0,飲食,1,0,1,0,1,18,0,1
356,女,既,61,4640000,3,介護スタッフ,0.0,300000,0,0,0,サービス,2,0,1,0,0,39,1,1
357,女,未,42,2670000,3,店舗販売員,0.0,1590000,0,0,0,小売り,2,1,0,0,1,5,1,0
358,男,未,35,3070000,3,介護スタッフ,0.47,3260000,1430000,1,0,サービス,3,3,1,0,1,0,1,1
359,男,未,26,4770000,2,接客スタッフ,0.0,1430000,0,0,0,サービス,3,1,0,0,0,4,0,0
360,男,未,29,7900000,3,プログラマ,0.09,700000,740000,0,0,IT,1,1,1,0,0,5,1,1
361,男,未,27,6930000,3,プログラマ,0.0,2270000,0,0,0,IT,2,1,0,0,1,7,1,1
362,女,既,57,7950000,3,プログラマ,0.0,2180000,0,0,0,IT,2,2,0,0,1,20,1,1
363,男,既,25,2630000,3,店舗販売員,0.0,4500000,0,0,0,小売り,1,1,1,0,0,6,0,1
364,男,既,63,3250000,4,ホールスタッフ,0.0,4900000,0,0,0,飲食,3,3,1,0,1,34,1,1
365,男,既,60,4220000,3,プログラマ,0.37,3120000,1560000,0,0,IT,4,3,0,0,1,7,1,0
366,男,既,40,6300000,1,市役所職員,0.28,4930000,1760000,0,0,行政,4,0,0,0,0,9,1,0
367,男,未,46,3440000,3,介護スタッフ,0.0,350000,0,0,0,サービス,3,1,0,0,1,14,1,0
368,男,既,58,3180000,3,介護スタッフ,0.4,4280000,1260000,0,0,サービス,1,2,1,0,1,8,1,1
369,男,未,52,5640000,1,高校教員,0.0,2460000,0,0,0,教育,1,1,0,0,0,18,0,1
370,男,既,57,3660000,2,接客スタッフ,0.2,2580000,750000,0,0,サービス,1,1,0,0,1,7,1,1
371,女,未,35,3750000,4,ホールスタッフ,0.25,1210000,940000,0,0,飲食,2,2,0,0,0,16,1,0
372,男,既,62,900000,5,無職,0.33,1300000,300000,0,0,なし,3,2,1,0,0,17,0,1
373,男,未,36,6200000,1,高校教員,0.0,2320000,0,0,0,教育,4,0,1,0,0,9,1,1
374,女,未,48,3470000,3,介護スタッフ,0.0,3210000,0,0,0,サービス,4,1,0,0,0,17,1,0
375,女,未,44,4770000,2,販売スタッフ,0.46,2160000,2210000,0,0,小売り,3,1,0,0,1,26,0,1
376,男,既,61,3840000,4,ホールスタッフ,0.0,3110000,0,0,0,飲食,4,3,0,0,0,23,0,0
377,女,未,53,3710000,3,店舗販売員,0.16,3280000,600000,0,0,小売り,2,1,0,0,0,10,0,0
378,男,未,30,3150000,3,店舗販売員,0.09,3510000,280000,0,0,小売り,4,0,0,0,0,5,0,0
379,女,未,30,4470000,3,店舗販売員,0.23,3310000,1020000,0,0,小売り,2,3,1,0,0,3,1,0
380,男,未,57,5980000,1,高校教員,0.18,4590000,1080000,0,0,教育,4,0,0,0,1,34,0,1
381,女,既,29,3700000,4,ホールスタッフ,0.0,1150000,0,0,0,飲食,3,1,1,0,1,5,1,0
382,男,未,58,4030000,2,販売スタッフ,0.0,4220000,0,0,0,小売り,1,0,1,0,1,11,0,1
383,男,未,59,3110000,2,製造オペレーター,0.0,4930000,0,0,0,製造,2,2,1,0,1,25,0,0
384,女,未,37,4620000,1,高校教員,0.0,1260000,0,0,0,教育,1,0,1,0,0,19,0,1
385,男,未,43,3690000,2,接客スタッフ,0.0,640000,0,0,0,サービス,1,1,0,0,0,2,1,1
386,女,未,44,2850000,4,ホールスタッフ,0.25,1460000,710000,0,0,飲食,1,0,0,0,1,11,0,1
387,女,既,50,3730000,3,店舗販売員,0.29,2460000,1080000,0,0,小売り,3,1,1,0,0,15,1,0
388,男,既,40,4070000,2,接客スタッフ,0.22,3410000,900000,0,0,サービス,4,3,0,0,1,6,1,1
389,女,未,31,4810000,3,プログラマ,0.16,1830000,790000,0,0,IT,4,3,1,0,0,9,0,1
390,男,未,38,4410000,2,接客スタッフ,0.0,3630000,0,0,0,サービス,2,2,1,0,0,0,1,0
391,男,未,36,6400000,1,高校教員,0.1,4110000,610000,0,0,教育,3,3,1,0,0,17,0,1
392,男,未,34,4960000,3,プログラマ,0.24,440000,1180000,0,0,IT,2,3,0,0,0,4,0,0
393,女,未,56,2070000,4,ホールスタッフ,0.39,3660000,810000,0,0,飲食,1,0,1,0,1,5,0,0
394,女,未,51,4630000,3,介護スタッフ,0.43,2730000,1970000,1,1,サービス,1,1,0,0,1,15,1,0
395,女,未,32,3040000,3,店舗販売員,0.0,800000,0,0,0,小売り,1,2,0,0,0,13,0,1
396,女,未,54,5240000,3,プログラマ,0.0,2540000,0,0,1,IT,4,3,0,0,1,12,0,1
397,男,未,61,6630000,1,高校教員,0.44,3000000,2890000,1,1,教育,4,2,0,0,1,14,1,1
398,女,既,55,3090000,2,接客スタッフ,0.28,1460000,870000,0,0,サービス,1,1,0,0,1,19,1,0
399,女,既,52,3930000,2,販売スタッフ,0.28,1900000,1120000,0,0,小売り,1,0,1,1,0,20,0,1
400,男,未,62,5140000,3,プログラマ,0.42,4930000,2170000,0,0,IT,2,2,1,0,1,12,1,0
401,男,未,42,5100000,1,高校教員,0.18,980000,900000,0,0,教育,2,3,1,0,0,23,1,0
402,女,未,28,3140000,3,店舗販売員,0.42,2200000,1310000,0,0,小売り,2,3,0,0,1,4,0,1
403,男,未,47,3590000,2,製造オペレーター,0.0,1660000,0,0,0,製造,3,2,0,1,1,24,0,1
404,女,未,33,3610000,2,販売スタッフ,0.4,3730000,1430000,0,0,小売り,3,2,1,0,1,0,0,1
405,女,既,40,5540000,1,市役所職員,0.22,1700000,1210000,1,1,行政,2,2,0,0,0,14,0,0
406,男,未,50,4490000,1,市役所職員,0.09,2920000,400000,0,0,行政,2,2,0,0,0,20,0,1
407,男,未,30,4010000,1,市役所職員,0.13,1050000,540000,0,0,行政,3,3,0,0,1,7,0,1
408,女,未,60,4440000,2,製造オペレーター,0.34,3420000,1490000,0,0,製造,1,2,1,0,1,38,0,0
409,女,既,46,4230000,3,介護スタッフ,0.0,2620000,0,0,0,サービス,3,2,1,0,1,9,1,0
410,女,未,63,3710000,4,ホールスタッフ,0.0,1120000,0,0,0,飲食,2,0,0,0,0,15,0,0
411,女,既,35,4280000,3,介護スタッフ,0.13,1380000,540000,0,0,サービス,2,3,1,0,0,4,1,1
412,男,未,34,3400000,3,介護スタッフ,0.0,330000,0,0,0,サービス,4,2,1,0,1,15,1,0
413,女,未,33,1850000,4,清掃員,0.0,3390000,0,1,1,サービス,4,0,1,0,0,2,1,0
414,女,未,62,2040000,4,ホールスタッフ,0.45,2230000,920000,0,0,飲食,1,3,1,0,0,12,1,1
415,女,既,30,3120000,2,接客スタッフ,0.3,4650000,930000,0,0,サービス,1,3,0,0,1,4,0,1
416,女,未,31,2290000,4,ホールスタッフ,0.0,4980000,0,0,0,飲食,4,2,1,0,0,9,1,0
417,男,未,49,5160000,1,高校教員,0.0,2900000,0,0,0,教育,3,3,0,0,1,4,0,1
418,男,既,31,2830000,3,店舗販売員,0.0,3240000,0,0,0,小売り,1,1,1,0,1,0,0,1
419,女,未,59,2830000,2,接客スタッフ,0.12,3900000,330000,0,0,サービス,2,3,0,0,0,33,0,0
420,男,既,41,5870000,3,プログラマ,0.0,2010000,0,0,0,IT,4,0,1,0,0,16,0,1
421,男,既,51,3910000,4,ホールスタッフ,0.19,2090000,760000,0,0,飲食,4,0,1,0,1,10,1,1
422,女,未,36,2820000,2,販売スタッフ,0.0,2050000,0,0,0,小売り,1,1,1,0,1,8,0,1
423,男,未,25,6720000,1,高校教員,0.4,4650000,2690000,1,0,教育,3,2,0,0,0,5,0,1
424,男,未,41,4140000,3,介護スタッフ,0.0,4320000,0,0,0,サービス,2,2,1,0,0,4,0,0
425,男,既,37,4860000,3,介護スタッフ,0.14,3100000,700000,0,0,サービス,3,0,0,0,1,17,1,0
426,男,未,52,5960000,1,市役所職員,0.43,3620000,2590000,0,0,行政,1,3,0,0,0,28,0,1
427,女,未,29,4850000,3,プログラマ,0.0,4410000,0,0,0,IT,2,0,0,0,1,10,0,1
428,女,未,40,6810000,1,市役所職員,0.24,1300000,1610000,0,0,行政,1,2,1,0,1,15,0,1
429,女,未,56,2400000,4,ホールスタッフ,0.06,1640000,140000,0,0,飲食,2,1,0,0,0,16,1,1
430,女,未,64,2880000,3,店舗販売員,0.11,4450000,310000,0,0,小売り,4,1,1,0,1,42,1,0
431,女,未,65,6720000,1,市役所職員,0.34,4170000,2300000,0,0,行政,1,3,0,0,1,46,0,0
432,女,未,49,3530000,2,接客スタッフ,0.0,2100000,0,0,0,サービス,3,1,1,0,0,0,1,0
433,男,既,41,2440000,4,ホールスタッフ,0.05,360000,120000,0,0,飲食,1,0,1,0,1,22,0,0
434,女,未,30,4680000,2,販売スタッフ,0.0,4350000,0,0,0,小売り,2,2,1,0,0,7,1,0
435,男,既,43,4580000,2,販売スタッフ,0.0,1210000,0,0,0,小売り,4,1,0,0,0,7,1,0
436,男,未,47,3600000,2,接客スタッフ,0.3,570000,1080000,0,0,サービス,4,2,1,0,1,16,0,1
437,男,未,27,2780000,4,ホールスタッフ,0.0,1390000,0,1,0,飲食,3,0,1,0,0,8,0,1
438,女,既,35,7080000,3,プログラマ,0.0,2640000,0,0,0,IT,4,2,1,0,1,9,1,1
439,男,未,62,4530000,3,介護スタッフ,0.0,560000,0,0,0,サービス,4,1,0,0,1,13,0,0
440,男,未,61,3700000,3,店舗販売員,0.0,3970000,0,0,0,小売り,4,0,0,0,1,24,1,0
441,男,未,49,4840000,2,製造オペレーター,0.0,1590000,0,0,0,製造,2,1,0,0,1,31,0,1
442,女,未,39,4130000,2,接客スタッフ,0.42,1660000,1740000,0,0,サービス,1,3,0,0,1,20,1,0
443,男,未,39,3340000,2,製造オペレーター,0.31,1830000,1040000,0,0,製造,4,3,1,0,0,21,0,1
444,女,未,63,4250000,1,市役所職員,0.0,1640000,0,0,0,行政,2,0,0,0,1,28,1,0
445,女,未,27,4670000,2,製造オペレーター,0.0,1820000,0,0,0,製造,1,0,0,0,0,1,1,1
446,女,未,29,4690000,1,市役所職員,0.0,3790000,0,0,0,行政,4,3,0,0,1,10,1,1
447,女,未,64,0,5,無職,0.0,3970000,280000,1,0,なし,2,2,0,0,0,40,0,0
448,女,未,34,4620000,1,高校教員,0.31,690000,1410000,0,0,教育,2,1,1,0,1,7,0,1
449,女,未,25,4040000,2,製造オペレーター,0.13,4740000,520000,0,0,製造,4,3,1,0,0,1,1,1
450,男,既,27,3550000,2,販売スタッフ,0.41,530000,1450000,0,0,小売り,3,2,0,0,1,4,1,0
451,女,未,35,250000,5,無職,0.48,3390000,120000,1,0,なし,2,3,1,0,0,8,0,1
452,男,既,55,7960000,3,プログラマ,0.0,450000,0,0,0,IT,1,3,0,0,0,24,1,1
453,女,既,46,6740000,1,高校教員,0.19,2690000,1250000,0,0,教育,2,0,1,0,1,19,0,1
454,男,既,42,6610000,1,高校教員,0.0,2270000,0,0,0,教育,4,1,0,0,1,19,0,1
455,男,既,33,3930000,4,ホールスタッフ,0.0,4390000,0,0,0,飲食,3,2,0,0,1,3,0,0
456,女,未,32,3780000,3,店舗販売員,0.27,4260000,1020000,0,0,小売り,1,3,1,0,0,14,0,1
457,女,未,39,3940000,3,店舗販売員,0.0,4880000,0,0,0,小売り,3,1,1,0,0,11,0,0
458,女,未,47,4350000,2,製造オペレーター,0.0,3890000,0,0,0,製造,1,3,0,0,1,9,0,0
459,男,未,39,6700000,3,プログラマ,0.37,3200000,2470000,0,0,IT,2,0,0,0,0,11,1,0
460,男,未,40,4280000,3,介護スタッフ,0.0,2940000,0,0,0,サービス,3,1,1,0,1,6,0,0
461,男,既,33,3470000,2,販売スタッフ,0.0,2080000,0,0,0,小売り,1,0,1,0,1,1,0,0
462,女,未,36,4240000,2,製造オペレーター,0.0,4800000,0,0,0,製造,3,2,0,0,0,18,0,0
463,男,未,61,5860000,3,プログラマ,0.48,2410000,2790000,0,0,IT,2,2,0,0,0,41,1,1
464,女,既,52,2610000,4,ホールスタッフ,0.0,2130000,0,0,0,飲食,2,0,0,0,0,29,0,0
465,男,既,46,3700000,2,販売スタッフ,0.1,1350000,370000,0,0,小売り,2,1,1,0,1,19,1,1
466,女,未,38,6610000,3,プログラマ,0.2,3060000,1340000,0,0,IT,1,0,1,0,1,4,0,1
467,女,既,36,3440000,4,ホールスタッフ,0.0,3400000,0,0,0,飲食,1,3,1,0,1,16,1,1
468,男,既,61,4360000,1,市役所職員,0.0,1870000,0,0,0,行政,3,1,1,0,1,12,0,0
469,女,未,55,5100000,3,プログラマ,0.0,3870000,0,0,0,IT,4,3,1,0,0,24,1,1
470,男,未,60,2570000,3,店舗販売員,0.31,1850000,790000,0,0,小売り,1,3,0,0,1,2,1,0
471,女,未,51,2510000,3,介護スタッフ,0.0,3430000,0,0,0,サービス,4,0,0,0,0,16,1,0
472,男,既,47,4850000,1,市役所職員,0.37,2120000,1810000,0,0,行政,1,2,1,0,0,24,1,0
473,女,未,57,7390000,3,プログラマ,0.0,4560000,0,0,0,IT,4,3,0,0,0,20,0,0
474,男,未,55,7920000,3,プログラマ,0.0,2570000,0,0,0,IT,1,0,0,0,0,7,1,0
475,男,未,33,4490000,1,高校教員,0.0,1860000,0,0,0,教育,3,0,0,0,0,2,1,1
476,男,未,41,3000000,2,製造オペレーター,0.39,4260000,1160000,0,0,製造,1,1,0,0,0,17,0,1
477,男,未,61,3770000,3,介護スタッフ,0.0,2990000,0,0,0,サービス,3,1,1,0,0,8,0,0
478,女,既,62,4450000,2,販売スタッフ,0.0,580000,0,1,1,小売り,2,3,1,0,0,43,0,1
479,女,未,55,5540000,3,プログラマ,0.31,4810000,1700000,0,0,IT,2,1,1,0,0,24,1,0
480,男,未,60,4130000,1,高校教員,0.0,2200000,0,0,0,教育,4,2,0,0,0,21,1,0
481,女,未,62,3440000,4,ホールスタッフ,0.0,1660000,0,0,0,飲食,2,2,0,0,1,13,1,1
482,男,既,47,3740000,3,店舗販売員,0.22,3140000,810000,0,0,小売り,2,0,0,0,0,6,1,0
483,女,既,28,6870000,3,プログラマ,0.0,3640000,0,0,0,IT,1,2,1,0,1,2,1,0
484,男,未,52,6240000,1,高校教員,0.0,1590000,0,0,0,教育,2,1,0,0,0,0,1,1
485,女,既,58,3850000,3,介護スタッフ,0.27,3200000,1040000,0,0,サービス,1,1,0,0,1,18,1,1
486,女,未,31,6170000,3,プログラマ,0.0,1760000,0,1,1,IT,3,1,0,0,1,9,1,0
487,男,未,33,2900000,4,ホールスタッフ,0.19,4960000,550000,0,0,飲食,3,1,1,0,1,8,0,0
488,男,未,29,2970000,3,介護スタッフ,0.13,300000,390000,1,1,サービス,3,3,1,0,0,10,0,0
489,男,既,55,6170000,1,高校教員,0.0,1900000,0,0,0,教育,2,3,0,0,1,26,1,1
490,女,既,53,7430000,3,プログラマ,0.0,3890000,0,0,0,IT,2,2,1,0,1,32,1,0
491,女,既,43,4520000,3,介護スタッフ,0.0,3480000,0,0,0,サービス,3,1,0,0,0,10,0,1
492,女,既,63,2510000,4,ホールスタッフ,0.16,370000,390000,0,0,飲食,1,3,1,0,0,0,1,1
493,女,未,52,4610000,3,プログラマ,0.0,1160000,0,0,0,IT,2,2,0,0,1,23,1,0
494,男,未,38,4380000,2,製造オペレーター,0.16,4640000,700000,0,0,製造,3,3,0,0,1,13,1,0
495,女,既,44,2360000,4,ホールスタッフ,0.0,1520000,0,1,0,飲食,3,3,0,0,0,20,0,0
496,男,未,57,3050000,3,介護スタッフ,0.07,1240000,210000,0,0,サービス,3,1,1,0,1,10,0,0
497,男,未,49,6300000,1,市役所職員,0.27,3910000,1720000,0,0,行政,3,3,0,0,1,12,1,0
498,男,未,49,7640000,3,プログラマ,0.0,1830000,0,0,0,IT,1,2,0,0,0,0,0,0
